Drug,SMILES,permeable
ERYTHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@H]2O[C@@H](C)C[C@H]([C@@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O ERYTHROMYCIN,0
FLURITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O FLURITHROMYCIN,0
JOSAMYCIN,CO[C@H]1[C@@H](CC(=O)O[C@H](C)CC=CC=C[C@H](O)[C@H](C)C[C@H](CC=O)[C@@H]1O[C@@H]1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C)OC(C)=O JOSAMYCIN,0
LEXITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OC)\[C@H](C)[C@@H](O)[C@]1(C)O LEXITHROMYCIN,0
OLEANDOMYCIN,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C OLEANDOMYCIN,0
ROXITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)\C(=N/OCOCCOC)\[C@H](C)[C@@H](O)[C@]1(C)O ROXITHROMYCIN,0
SPIRAMYCIN,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)CC=CC=C[C@H](OC2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1OC1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C SPIRAMYCIN,0
TROLEANDOMYCIN,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1OC(C)=O)O[C@H]1[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(C)=O)N(C)C)[C@@H](C)C[C@@]2(CO2)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]1C TROLEANDOMYCIN,0
NORFLOXACIN,CCN1C=C(C(O)=O)C(=O)c2cc(c(cc12)N1CCNCC1)F NORFLOXACIN,0
AMICYCLINE,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4ccc(c(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O)N AMICYCLINE,0
APICYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NC(N1CCN(CCO)CC1)C(O)=O)C(=O)c1c(cccc1[C@@]3(C)O)O APICYCLINE,0
CETOCYCLINE,CC(=O)C1=C(O)[C@H](N)[C@@H]2Cc3c(c4ccc(c(c4c(c3C(=O)[C@]2(O)C1=O)O)O)C)C CETOCYCLINE,0
CHLORTETRACYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)C(=O)c1c(ccc(c1[C@@]3(C)O)Cl)O CHLORTETRACYCLINE,0
CLOMOCYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCO)C(=O)c1c(ccc(c1[C@@]3(C)O)Cl)O CLOMOCYCLINE,0
DEMECLOCYCLINE,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O)Cl DEMECLOCYCLINE,0
DEMECYCLINE,CN(C)[C@H]1[C@@H]2C[C@@H]3[C@H](O)c4cccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O DEMECYCLINE,0
DOXYCYCLINE,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=C(C(N)=O)C(=O)[C@@]3(O)C(=C2C(=O)c2c(cccc12)O)O)O DOXYCYCLINE,0
ETAMOCYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN(C)CCN(C)CNC(=O)C1=C(O)[C@H]([C@@H]2C[C@H]4C(=C(O)[C@]2(O)C1=O)C(=O)c1c(cccc1[C@@]4(C)O)O)N(C)C)C(=O)c1c(cccc1[C@@]3(C)O)O ETAMOCYCLINE,0
GUAMECYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN1CCN(CC1)\C(=N)\N/C(/N)=N)C(=O)c1c(cccc1[C@@]3(C)O)O GUAMECYCLINE,0
LYMECYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCNCCCCC(N)C(O)=O)C(=O)c1c(cccc1[C@@]3(C)O)O LYMECYCLINE,0
MECLOCYCLINE,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O)Cl MECLOCYCLINE,0
METACYCLINE,CN(C)[C@H]1[C@@H]2[C@@H](O)[C@@H]3C(=C)c4cccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O METACYCLINE,0
MINOCYCLINE,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O)N(C)C MINOCYCLINE,0
NITROCYCLINE,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)O)[N+]([O-])=O NITROCYCLINE,0
OXYTETRACYCLINE,CN(C)[C@H]1[C@@H]2[C@@H](O)C3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)C(=O)c1c(cccc1[C@@]3(C)O)O OXYTETRACYCLINE,0
PECOCYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN1CCCC(C1)C(O)=O)C(=O)c1c(cccc1[C@@]3(C)O)O PECOCYCLINE,0
PENIMOCYCLINE,CN(C)C1C2CC3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCNC(C(=O)NC1C2SC(C)(C)C(N2C1=O)C(O)=O)c1ccccc1)C(=O)c1c(cccc1C3(C)O)O PENIMOCYCLINE,0
PIPACYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN1CCN(CCO)CC1)C(=O)c1c(cccc1[C@@]3(C)O)O PIPACYCLINE,0
ROLITETRACYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)NCN1CCCC1)C(=O)c1c(cccc1[C@@]3(C)O)O ROLITETRACYCLINE,0
TETRACYCLINE,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)C(=O)c1c(cccc1[C@@]3(C)O)O TETRACYCLINE,0
ACLARUBICIN,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@H](O)[C@H](O[C@H]4CCC(=O)[C@H](C)O4)[C@H](C)O3)[C@H](C)O2)N(C)C)c2c(c3c(cc2[C@H]1C(=O)OC)C(=O)c1cccc(c1C3=O)O)O ACLARUBICIN,0
AMRUBICIN,CC(=O)[C@@]1(N)C[C@H](O[C@H]2C[C@H](O)[C@H](O)CO2)c2c(c3c(c(c2C1)O)C(=O)c1ccccc1C3=O)O AMRUBICIN,0
CARUBICIN,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(c3c(c(c21)O)C(=O)c1c(cccc1C3=O)O)O)C(C)=O CARUBICIN,0
DAUNORUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C(C)=O)O DAUNORUBICIN,0
MEDORUBICIN,C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(Cc2c(c3c(c(c21)O)C(=O)c1ccccc1C3=O)O)C(=O)CO MEDORUBICIN,0
DETORUBICIN,CCOC(OCC)C(=O)OCC(=O)[C@@]1(O)C[C@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)c2c(c3c(c(c2C1)O)C(=O)c1cccc(c1C3=O)OC)O DETORUBICIN,0
EPIRUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1)C(=O)CO)O EPIRUBICIN,0
ESORUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)C[C@H](C)O1)C(=O)CO)O ESORUBICIN,0
IDARUBICIN,C[C@H]1O[C@@H](C[C@@H](N)[C@H]1O)O[C@H]1C[C@@](O)(Cc2c(c3c(c(c21)O)C(=O)c1ccccc1C3=O)O)C(C)=O IDARUBICIN,0
LEURUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](NC(=O)[C@@H](N)CC(C)C)[C@H](O)[C@H](C)O1)C(=O)CO)O LEURUBICIN,0
PIRARUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@H]2CCCCO2)[C@H](C)O1)C(=O)CO)O PIRARUBICIN,0
RODORUBICIN,CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O[C@H]3C[C@@H]4O[C@H]5CC(=O)[C@H](C)O[C@H]5O[C@@H]4[C@H](C)O3)[C@H](C)O2)N(C)C)c2c(c3c(c(c2[C@H]1O[C@H]1C[C@@H]([C@H](O)[C@H](C)O1)N(C)C)O)C(=O)c1cccc(c1C3=O)O)O RODORUBICIN,0
ZORUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)\C(\C)=N/NC(=O)c1ccccc1)O ZORUBICIN,0
DOXORUBICIN,COc1cccc2c1C(=O)c1c(c3c(c(c1C2=O)O)C[C@](O)(C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1)C(=O)CO)O DOXORUBICIN,0
FUSIDIC-ACID,C[C@@H]1[C@H](O)CC[C@@]2(C)[C@H]1CC[C@@]1(C)C2[C@H](O)C[C@H]2\C(\[C@H](C[C@@]21C)OC(C)=O)=C(\CCC=C(C)C)/C(O)=O FUSIDIC-ACID,0
LINCOMYCIN,CCC[C@@H]1C[C@H](N(C)C1)C(=O)NC(C(C)O)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O LINCOMYCIN,0
RIFABUTIN,CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c3C2=O)C2=NC3(CCN(CC3)CC(C)C)NC2=C(NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)C4=O)O)C RIFABUTIN,0
RIFAMEXIL,CCN(CC)c1sc2c3c(c4c(c(c5c(c4c2n1)C(=O)[C@@](C)(OC=C[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)N3)O5)C)O)O RIFAMEXIL,0
RIFAMIDE,CCN(CC)C(=O)COc1cc2c(c3c(c(c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4)C)O)O RIFAMIDE,0
RIFAMPICIN,CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(c(c(c4c3C2=O)O)/C=N/N2CCN(C)CC2)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAMPICIN,0
RIFAMYCIN,CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(cc(c4c3C2=O)O)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAMYCIN,0
RIFAPENTINE,CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(c(c(c4c3C2=O)O)/C=N/N2CCN(CC2)C2CCCC2)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAPENTINE,0
RIFAXIMIN,CO[C@H]1C=CO[C@@]2(C)Oc3c(c(c4c(c(c5n6c(nc5c4c3C2=O)C=C(C)C=C6)NC(=O)C(=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C)O)O)C RIFAXIMIN,0
RIFAMETANE,CCN(CC)\C(\C)=N\N=C\c1c(c2c3c(c(c4c2C(=O)[C@@](C)(OC=C[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C=CC=C(C)C(=O)Nc1c3O)O4)C)O)O RIFAMETANE,0
VIRGINIAMYCIN-FACTOR-M1,CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)c2coc(n2)CC(=O)C[C@H](O)C=C(C)C=CCNC(=O)C=C[C@H]1C VIRGINIAMYCIN-FACTOR-M1,0
VIRGINIAMYCIN-FACTOR-S1,CCC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(NC(=O)C2CC(=O)CCN2C(=O)C(Cc2ccccc2)N(C)C(=O)C2CCCN2C1=O)c1ccccc1 VIRGINIAMYCIN-FACTOR-S1,0
NOVOBIOCIN,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@@H](Oc2ccc3c(c2C)OC(=O)C(=C3O)NC(=O)c2ccc(c(c2)CC=C(C)C)O)OC1(C)C NOVOBIOCIN,0
AMPHOTERICIN-B,C[C@@H]1O[C@H](O[C@@H]2C[C@@H]3O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@@H](C)[C@H](C)[C@H](O)[C@@H](C)C=CC=CC=CC=CC=CC=CC=C2)C[C@H](O)[C@H]3C(O)=O)[C@H](O)[C@H](N)[C@H]1O AMPHOTERICIN-B,0
CETIRIZINE,OC(=O)COCCN1CCN(CC1)C(c1ccccc1)c1ccc(cc1)Cl CETIRIZINE,0
ITRACONAZOLE,CCC(C)N1N=CN(C1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@@](Cn2cncn2)(O1)c1ccc(cc1Cl)Cl ITRACONAZOLE,0
KETOCONAZOLE,CC(=O)N1CCN(CC1)c1ccc(cc1)OCC1CO[C@@](Cn2ccnc2)(O1)c1ccc(cc1Cl)Cl KETOCONAZOLE,0
TEICOPLANIN,COC(=O)C1NC(=O)[C@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H]4NC(=O)[C@H](NC(=O)[C@@H](N)c5ccc(c(c5)Oc5cc4cc(c5C)O)O)[C@H](O)c4ccc(c(c4)Cl)Oc4cc3cc(c4O)Oc3ccc(cc3Cl)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)c2ccc(c(c2)c2c(cc(cc21)O)O)O TEICOPLANIN,0
TERFENADINE,CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1 TERFENADINE,0
VANCOMYCIN,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(c(c2)Cl)Oc2cc3cc(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(c(c1)c1c(cc(cc1[C@H](NC2=O)C(O)=O)O)O)O VANCOMYCIN,0
ADENOSYL-METHIONINE,C[S+](CC[C@H](N)C([O-])=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(ncnc12)N,1
ACEGLUTAMIDE,CC(=O)N[C@@H](CCC(N)=O)C(O)=O,1
ATROMEPINE,CN1C2CCC1CC(C2)OC(=O)C(C)(CO)c1ccccc1,1
ATROPINE,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c1ccccc1,1
BENZATROPINE,CN1[C@H]2CC[C@@H]1CC(C2)OC(c1ccccc1)c1ccccc1,1
RESERPINE,CO[C@H]1[C@@H](C[C@@H]2CN3CCc4c([nH]c5cc(ccc45)OC)[C@H]3C[C@@H]2[C@@H]1C(=O)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC,1
HYOSCYAMINE,CN1[C@H]2CC[C@@H]1CC(C2)OC(=O)[C@H](CO)c1ccccc1,1
ATROPINE-OXIDE,C[N+]1([O-])[C@H]2CC[C@@H]1CC(C2)OC(=O)C(CO)c1ccccc1,1
LOBELINE,CN1C(CCCC1CC(=O)c1ccccc1)CC(O)c1ccccc1,1
PHYSOSTIGMINE,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)[C@H]1N2C,1
HOMATROPINE,CN1[C@@H]2CC[C@@H]1CC(C2)OC(=O)C(O)c1ccccc1,1
DEXAMPHETAMINE,C[C@H](N)Cc1ccccc1,1
ALFETAMINE,NC(CC=C)Cc1ccccc1,1
AMFETAMINIL,CC(Cc1ccccc1)NC(C#N)c1ccccc1,1
AMFETAMINE,CC(N)Cc1ccccc1,1
BENZFETAMINE,CC(Cc1ccccc1)N(C)Cc1ccccc1,1
DIMETHAMPHETAMINE,C[C@@H](Cc1ccccc1)N(C)C,1
FEZOLAMINE,CN(C)CCCn1cc(c(n1)c1ccccc1)c1ccccc1,1
FURFENOREX,CC(Cc1ccccc1)N(C)Cc1occc1,1
INDATRALINE,CN[C@@H]1C[C@@H](c2ccc(c(c2)Cl)Cl)c2ccccc12,1
LEVAMPHETAMINE,C[C@@H](N)Cc1ccccc1,1
LOMETRALINE,COc1ccc(c2c1CCCC2N(C)C)Cl,1
MEDIFOXAMINE,CN(C)CC(Oc1ccccc1)Oc1ccccc1,1
METAMFEPRAMONE,CC(N(C)C)C(=O)c1ccccc1,1
METAPRAMINE,CNC1Cc2ccccc2N(C)c2ccccc12,1
METHAMPHETAMINE,CN[C@@H](C)Cc1ccccc1,1
OXIFENTOREX,CC(Cc1ccccc1)[N+](C)([O-])Cc1ccccc1,1
PANURAMINE,O=C(NC1CCN(CC1)Cc1ccc2ccccc2c1)NC(=O)c1ccccc1,1
PSILOCYBINE,CN(C)CCc1c[nH]c2cccc(c12)OP(O)(O)=O,1
BENFOTIAMINE,Cc1ncc(c(n1)N)CN(C=O)\C(\C)=C(\CCOP(O)(O)=O)/SC(=O)c1ccccc1,1
BENTIAMINE,Cc1ncc(c(n1)N)CN(C=O)\C(\C)=C(\CCOC(=O)c1ccccc1)/SC(=O)c1ccccc1,1
BISBENTIAMINE,Cc1ncc(c(n1)N)CN(C=O)/C(/C)=C(\CCOC(=O)c1ccccc1)/SS/C(/CCOC(=O)c1ccccc1)=C(\C)/N(Cc1cnc(nc1N)C)C=O,1
CETOTIAMINE,CCOC(=O)OCC/C(/SC(=O)OCC)=C(\C)/N(Cc1cnc(nc1N)C)C=O,1
CYCOTIAMINE,Cc1ncc(c(n1)N)CN(C=O)\C(\C)=C1\CCOC(=O)S\1,1
FURSULTIAMINE,Cc1ncc(c(n1)N)CN(C=O)/C(/C)=C(\CCO)/SSCC1CCCO1,1
ACEFURTIAMINE,CC(=O)OCC(=O)OCC/C(/SC(=O)c1occc1)=C(/C)\N(Cc1cnc(nc1N)C)C=O,1
ACETIAMINE,CC(=O)OCC/C(/SC(C)=O)=C(\C)/N(Cc1cnc(nc1N)C)C=O,1
BEMEGRIDE,CCC1(C)CC(=O)NC(=O)C1,1
CAFEDRINE,CC(NCCn1cnc2c1C(=O)N(C)C(=O)N2C)C(O)c1ccccc1,1
CAMPHOR,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,1
CROPROPAMIDE,CCCN(C(CC)C(=O)N(C)C)C(=O)/C=C/C,1
CROTETAMIDE,CCC(N(CC)C(=O)/C=C/C)C(=O)N(C)C,1
DOXAPRAM,CCN1CC(CCN2CCOCC2)C(C1=O)(c1ccccc1)c1ccccc1,1
ENDOMIDE,CCN(CC)C(=O)[C@@H]1C2CC(C=C2)[C@H]1C(=O)N(CC)CC,1
NIKETHAMIDE,CCN(CC)C(=O)c1cccnc1,1
PYROVALERONE,CCCC(N1CCCC1)C(=O)c1ccc(cc1)C,1
NEFOPAM,CN1CCOC(c2ccccc2)c2ccccc2C1,1
PHENACETIN,CCOc1ccc(cc1)NC(C)=O,1
ACETAMINOSALOL,CC(=O)Nc1ccc(cc1)OC(=O)c1ccccc1O,1
METACETAMOL,CC(=O)Nc1cccc(c1)O,1
SUMACETAMOL,CSCCC(NC(C)=O)C(=O)Oc1ccc(cc1)NC(C)=O,1
PARACETAMOL,CC(=O)Nc1ccc(cc1)O,1
PARAPROPAMOL,CCC(=O)Nc1ccc(cc1)O,1
PIDOLACETAMOL,CC(=O)Nc1ccc(cc1)OC(=O)[C@@H]1CCC(=O)N1,1
PROPACETAMOL,CCN(CC)CC(=O)Oc1ccc(cc1)NC(C)=O,1
TRICLACETAMOL,Oc1ccc(cc1)NC(=O)C(Cl)(Cl)Cl,1
LORATADINE,CCOC(=O)N1CCC(CC1)=C1c2ccc(cc2CCc2cccnc12)Cl,1
GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@]13CCN(C)C2,1
QUILOSTIGMINE,CN1CC[C@]2(C)C1N(C)c1ccc(cc21)OC(=O)N1CCc2ccccc2C1,1
DEZINAMIDE,NC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,1
ALAPROCLATE,CC(N)C(=O)OC(C)(C)Cc1ccc(cc1)Cl,1
ALLOMETHADIONE,CC1OC(=O)N(CC=C)C1=O,1
AMINOGLUTETHIMIDE,CCC1(CCC(=O)NC1=O)c1ccc(cc1)N,1
AMYLENE-HYDRATE,CCC(C)(C)O,1
ILEPCIMIDE,O=C(/C=C/c1ccc2c(c1)OCO2)N1CCCCC1,1
ATOLIDE,CCN(CC)c1ccc(c(c1)C)NC(=O)c1ccccc1N,1
BECLAMIDE,ClCCC(=O)NCc1ccccc1,1
BROSOTAMIDE,Cc1cc(cc(c1O)C(N)=O)Br,1
BROSUXIMIDE,Brc1cccc(c1)C1CC(=O)NC1=O,1
CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc12,1
CARBOCLORAL,CCOC(=O)NC(O)C(Cl)(Cl)Cl,1
RUFINAMIDE,NC(=O)c1cn(nn1)Cc1c(cccc1F)F,1
CINROMIDE,CCNC(=O)/C=C/c1cccc(c1)Br,1
CITENAMIDE,NC(=O)C1c2ccccc2C=Cc2ccccc21,1
CLOMETHIAZOLE,Cc1ncsc1CCCl,1
LODAXAPRINE,OC1CCN(CC1)c1ccc(nn1)c1ccccc1Cl,1
CYHEPTAMIDE,NC(=O)C1c2ccccc2CCc2ccccc21,1
RETIGABINE,CCOC(=O)Nc1ccc(cc1N)NCc1ccc(cc1)F,1
SORETOLIDE,Cc1onc(c1)NC(=O)c1c(cccc1C)C,1
DECIMEMIDE,CCCCCCCCCCOc1c(cc(cc1OC)C(N)=O)OC,1
DENZIMOL,OC(Cn1ccnc1)c1ccc(cc1)CCc1ccccc1,1
DIMETHADIONE,CC1(C)OC(=O)NC1=O,1
DIOXAMATE,CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1
GANAXOLONE,CC(=O)[C@H]1CCC2C3CC[C@H]4C[C@](C)(O)CC[C@]4(C)C3CC[C@@]21C,1
FENACLON,ClCCC(=O)NCCc1ccccc1,1
FLUZINAMIDE,CNC(=O)N1CC(C1)Oc1cccc(c1)C(F)(F)F,1
GABAPENTIN,NCC1(CCCCC1)CC(O)=O,1
GABOXADOL,Oc1noc2c1CCNC2,1
GACYCLIDINE,CC1CCCCC1(N1CCCCC1)c1sccc1,1
LAMOTRIGINE,Nc1nnc(c(n1)N)c1cccc(c1Cl)Cl,1
LORECLEZOLE,Clc1ccc(c(c1)Cl)/C(/Cl)=C/n1cncn1,1
LOSIGAMONE,COC1=CC(=O)O[C@@H]1[C@@H](O)c1ccccc1Cl,1
AMELTOLIDE,Cc1cccc(c1NC(=O)c1ccc(cc1)N)C,1
MESUXIMIDE,CN1C(=O)CC(C)(C1=O)c1ccccc1,1
MILACEMIDE,CCCCCNCC(N)=O,1
MORSUXIMIDE,CC1(CC(=O)N(CN2CCOCC2)C1=O)c1ccccc1,1
NABAZENIL,CCCCCC(C)C(C)c1cc(c2c(c1)OC(C)(C)C1=C2CC(C)CC1)OC(=O)CCCN1CCCCCC1,1
NAFIMIDONE,O=C(Cn1ccnc1)c1ccc2ccccc2c1,1
NONAPYRIMINE,CCCCCCCCCNc1ncnc2[nH]ccc12,1
OXCARBAZEPINE,NC(=O)N1c2ccccc2CC(=O)c2ccccc12,1
PARAMETHADIONE,CCC1(C)OC(=O)N(C)C1=O,1
PREGABALIN,CC(C)C[C@H](CN)CC(O)=O,1
PHENACEMIDE,NC(=O)NC(=O)Cc1ccccc1,1
PHENETURIDE,CCC(C(=O)NC(N)=O)c1ccccc1,1
PHENSUXIMIDE,CN1C(=O)CC(C1=O)c1ccccc1,1
PIVAGABINE,CC(C)(C)C(=O)NCCCC(O)=O,1
RILUZOLE,Nc1sc2cc(ccc2n1)OC(F)(F)F,1
PRIMIDONE,CCC1(C(=O)NCNC1=O)c1ccccc1,1
PROGABIDE,NC(=O)CCC\N=C(/c1ccc(cc1)Cl)\c1cc(ccc1O)F,1
SABELUZOLE,CN(C1CCN(CC1)CC(O)COc1ccc(cc1)F)c1sc2ccccc2n1,1
RALITOLINE,CN1C(=O)CS\C\1=C/C(=O)Nc1c(cccc1Cl)C,1
REMACEMIDE,CC(Cc1ccccc1)(NC(=O)CN)c1ccccc1,1
